Customers,Quantity,Date,Total Payment in TND
Banque de Tunisie (BT),64,2011-02-21,1126912
Amen Bank (AB),66,2017-12-26,1138104
Banque Internationale Arabe de Tunisie (BIAT),47,2019-08-19,826918
La Poste Tunisienne,146,2015-11-02,2817216
La Poste Tunisienne,51,2018-03-17,954822
Banque Tuniso-Libyenne (BTL),192,2012-09-25,2789568
La Poste Tunisienne,112,2011-05-18,1901984
Banque de Tunisie (BT),148,2011-07-30,2478260
Banque de Tunisie (BT),158,2019-03-30,1652522
Banque Internationale Arabe de Tunisie (BIAT),93,2009-10-16,1570119
Banque Tuniso-Libyenne (BTL),170,2019-01-01,1909950
Banque Tuniso-Libyenne (BTL),154,2023-10-23,1872178
Banque Tuniso-Libyenne (BTL),100,2015-03-04,1800300
Banque Nationale Agricole (BNA),142,2021-01-24,2672582
Banque Internationale Arabe de Tunisie (BIAT),134,2009-09-27,2653736
Banque de l'Habitat (BH),184,2021-12-26,2497616
Banque de Tunisie (BT),91,2012-01-19,1183910
Arab Tunisian Bank (ATB),144,2002-03-12,2433168
Attijari Bank,96,2004-10-29,1640256
Banque Internationale Arabe de Tunisie (BIAT),63,2018-08-12,972153
Amen Bank (AB),22,2016-05-10,405636
Arab Banking Corporation (ABC),153,2012-06-22,2693871
Arab Tunisian Bank (ATB),138,2015-04-04,1440444
Banque Nationale Agricole (BNA),188,2013-08-10,3150316
Banque de l'Habitat (BH),117,2009-12-04,1901952
Arab Tunisian Bank (ATB),69,2015-12-07,867054
Banque Nationale Agricole (BNA),31,2022-04-29,354051
Banque de l'Habitat (BH),144,2021-08-26,1869840
Banque de l'Habitat (BH),30,2023-12-14,505410
La Poste Tunisienne,30,2015-03-27,519510
Banque Internationale Arabe de Tunisie (BIAT),188,2019-10-02,3041652
Arab Tunisian Bank (ATB),183,2021-10-10,2903478
La Poste Tunisienne,136,2001-10-16,2592432
Attijari Bank,133,2019-11-24,1760654
Banque Tuniso-Libyenne (BTL),32,2010-04-02,468576
Attijari Bank,189,2015-03-10,3052350
Banque Tuniso-Libyenne (BTL),183,2001-05-17,2419443
Attijari Bank,111,2008-01-09,1592406
Amen Bank (AB),164,2004-11-12,2429332
Banque Tuniso-Libyenne (BTL),148,2016-10-31,2231692
Banque Internationale Arabe de Tunisie (BIAT),176,2013-03-18,3263568
La Poste Tunisienne,132,2001-06-18,2340228
Banque Internationale Arabe de Tunisie (BIAT),196,2016-07-21,3270260
Attijari Bank,131,2003-08-21,1943123
Banque Internationale Arabe de Tunisie (BIAT),96,2006-09-30,1135200
Banque Internationale Arabe de Tunisie (BIAT),137,2014-12-19,1721816
La Poste Tunisienne,145,2021-08-05,2542720
La Poste Tunisienne,171,2004-11-01,2322693
Banque Nationale Agricole (BNA),58,2001-11-23,829400
Arab Banking Corporation (ABC),54,2017-04-09,804762
Banque Nationale Agricole (BNA),149,2005-09-29,2622698
Banque Internationale Arabe de Tunisie (BIAT),138,2000-11-21,1548912
Banque de Tunisie (BT),66,2001-03-22,906774
Attijari Bank,151,2020-07-21,2162320
Arab Tunisian Bank (ATB),188,2016-04-09,3308048
Arab Tunisian Bank (ATB),160,2016-05-29,2757760
Banque Tuniso-Libyenne (BTL),169,2009-10-27,2695719
Banque Tuniso-Libyenne (BTL),84,2016-10-24,1402632
Banque de Tunisie (BT),79,2005-07-18,1186106
Arab Tunisian Bank (ATB),39,2007-10-29,682656
Banque Nationale Agricole (BNA),136,2005-01-19,1646144
Banque Internationale Arabe de Tunisie (BIAT),193,2005-04-16,3427680
La Poste Tunisienne,20,2010-12-24,383580
Banque Nationale Agricole (BNA),38,2014-09-24,645544
Amen Bank (AB),173,2005-10-30,1910266
La Poste Tunisienne,197,2005-09-23,3711874
Amen Bank (AB),153,2005-04-20,2220183
Banque Nationale Agricole (BNA),156,2001-07-18,1718652
Arab Tunisian Bank (ATB),86,2013-12-05,975240
Banque Nationale Agricole (BNA),122,2003-05-06,2278350
Arab Tunisian Bank (ATB),78,2020-02-26,1139970
Attijari Bank,53,2023-07-17,633774
Banque de l'Habitat (BH),42,2002-08-25,509796
Attijari Bank,157,2022-05-26,2283565
Attijari Bank,121,2009-06-09,2133593
Banque de Tunisie (BT),103,2008-11-23,2059279
Banque Nationale Agricole (BNA),118,2009-06-15,2121404
La Poste Tunisienne,144,2002-04-21,2540160
Amen Bank (AB),89,2011-04-29,1288987
Banque de Tunisie (BT),91,2020-10-20,1307579
Banque de Tunisie (BT),157,2021-04-06,2670256
Amen Bank (AB),149,2020-12-24,1796791
Attijari Bank,109,2010-09-29,2033395
Banque Internationale Arabe de Tunisie (BIAT),57,2015-09-25,735528
La Poste Tunisienne,76,2011-10-01,825664
Banque Nationale Agricole (BNA),97,2013-01-28,1759192
Amen Bank (AB),179,2020-01-27,2517277
Arab Tunisian Bank (ATB),88,2019-10-02,1169696
La Poste Tunisienne,92,2015-06-24,958548
Arab Tunisian Bank (ATB),148,2022-06-23,1967808
Banque Internationale Arabe de Tunisie (BIAT),159,2010-05-23,2843079
Arab Banking Corporation (ABC),37,2004-05-30,373034
Arab Banking Corporation (ABC),61,2012-07-06,991799
Attijari Bank,59,2020-03-19,663514
Arab Banking Corporation (ABC),143,2001-02-07,2723435
Amen Bank (AB),131,2022-07-15,2090236
Banque Tuniso-Libyenne (BTL),31,2023-02-26,490978
Attijari Bank,53,2018-03-08,1048234
Banque Internationale Arabe de Tunisie (BIAT),81,2013-07-06,1085562
Arab Banking Corporation (ABC),57,2020-03-23,935598
Arab Banking Corporation (ABC),137,2004-12-10,1524262
Amen Bank (AB),67,2018-02-14,1315545
La Poste Tunisienne,165,2008-03-30,1705110
Banque Nationale Agricole (BNA),186,2020-07-27,2880396
Amen Bank (AB),90,2014-09-19,990450
Amen Bank (AB),62,2013-09-24,1222144
La Poste Tunisienne,188,2002-10-12,2291532
Banque de Tunisie (BT),106,2019-12-05,1818960
Attijari Bank,150,2000-07-22,2153250
Banque Internationale Arabe de Tunisie (BIAT),184,2013-12-30,1850672
La Poste Tunisienne,38,2001-03-07,634524
Attijari Bank,112,2003-03-28,1121008
Banque de Tunisie (BT),86,2016-11-30,1168052
Banque de l'Habitat (BH),21,2003-06-20,272874
Arab Banking Corporation (ABC),102,2007-03-14,1927494
Banque Nationale Agricole (BNA),166,2012-10-15,1888748
La Poste Tunisienne,128,2017-10-03,2106240
Arab Banking Corporation (ABC),150,2018-12-04,1621950
Banque Internationale Arabe de Tunisie (BIAT),168,2010-04-18,3215520
Amen Bank (AB),47,2002-03-14,640892
Attijari Bank,107,2001-05-23,1137945
Banque Nationale Agricole (BNA),71,2021-05-10,1318612
Amen Bank (AB),92,2005-12-06,1456544
Arab Banking Corporation (ABC),174,2014-04-03,3315222
Banque de l'Habitat (BH),139,2004-08-19,2608474
Attijari Bank,147,2003-08-29,1717695
Banque Internationale Arabe de Tunisie (BIAT),55,2018-05-09,658790
Attijari Bank,157,2006-09-08,1658391
Banque Nationale Agricole (BNA),158,2022-04-01,3072942
Amen Bank (AB),44,2023-11-10,793716
Attijari Bank,61,2001-06-01,1047309
Banque Nationale Agricole (BNA),101,2012-11-27,1944957
Banque de Tunisie (BT),46,2007-08-04,471316
Banque de l'Habitat (BH),55,2022-08-12,936760
Arab Tunisian Bank (ATB),168,2018-02-06,3132528
Banque Internationale Arabe de Tunisie (BIAT),108,2020-01-01,2132244
La Poste Tunisienne,61,2019-04-03,1170773
Banque de Tunisie (BT),122,2014-02-10,2183434
Banque Nationale Agricole (BNA),87,2016-08-14,1410096
Banque Internationale Arabe de Tunisie (BIAT),179,2006-07-31,2363516
Amen Bank (AB),50,2007-05-01,790150
Banque Internationale Arabe de Tunisie (BIAT),89,2014-09-25,1132080
Arab Banking Corporation (ABC),133,2020-10-15,1944992
Banque Nationale Agricole (BNA),122,2005-08-25,2370460
Arab Tunisian Bank (ATB),170,2015-01-27,1764770
Banque de l'Habitat (BH),113,2017-07-20,2134457
Amen Bank (AB),145,2013-07-27,2378435
Banque de Tunisie (BT),76,2002-11-21,958588
Attijari Bank,141,2005-08-02,1592877
Arab Tunisian Bank (ATB),25,2010-08-02,318550
Banque de Tunisie (BT),144,2008-03-02,2104272
Attijari Bank,75,2016-12-07,779625
Banque de Tunisie (BT),65,2011-08-17,905775
Banque Tuniso-Libyenne (BTL),64,2010-09-06,775104
Banque Nationale Agricole (BNA),196,2006-03-12,3566612
Attijari Bank,192,2007-03-20,2064960
La Poste Tunisienne,92,2013-04-20,1129576
Banque Tuniso-Libyenne (BTL),98,2013-01-30,1786344
La Poste Tunisienne,124,2015-01-28,1948784
Banque Internationale Arabe de Tunisie (BIAT),72,2005-06-21,1301472
Banque Nationale Agricole (BNA),38,2017-11-12,397480
Banque de l'Habitat (BH),58,2005-11-02,1073580
Banque Internationale Arabe de Tunisie (BIAT),46,2011-05-12,604118
Banque Tuniso-Libyenne (BTL),102,2014-10-02,1742160
Banque Tuniso-Libyenne (BTL),158,2016-06-09,3090480
Attijari Bank,150,2022-02-18,2468850
La Poste Tunisienne,75,2009-09-26,1313550
Banque de l'Habitat (BH),45,2008-09-24,767565
Amen Bank (AB),138,2022-06-11,1919580
Banque Nationale Agricole (BNA),26,2010-12-25,302198
Banque de Tunisie (BT),123,2015-08-03,2081898
Banque Tuniso-Libyenne (BTL),54,2002-02-23,878202
Amen Bank (AB),87,2017-12-13,938121
Attijari Bank,32,2021-12-19,405952
La Poste Tunisienne,36,2016-07-27,650376
Arab Tunisian Bank (ATB),168,2014-08-17,2869104
Attijari Bank,181,2007-06-06,2509746
Banque Internationale Arabe de Tunisie (BIAT),133,2003-05-03,2657606
Banque Internationale Arabe de Tunisie (BIAT),48,2004-12-29,484032
Banque Internationale Arabe de Tunisie (BIAT),123,2013-10-11,2315352
Banque Internationale Arabe de Tunisie (BIAT),39,2018-04-05,486408
Amen Bank (AB),62,2015-11-19,889328
Arab Tunisian Bank (ATB),178,2002-05-13,3037926
Banque de l'Habitat (BH),72,2017-07-18,1007784
Amen Bank (AB),96,2023-01-27,1871616
Banque de Tunisie (BT),142,2022-03-17,2330362
Attijari Bank,52,2005-12-14,670332
Banque de l'Habitat (BH),47,2018-01-18,905126
Attijari Bank,64,2021-03-21,1180608
Banque Nationale Agricole (BNA),67,2014-12-02,761991
Arab Tunisian Bank (ATB),66,2006-11-07,993696
La Poste Tunisienne,98,2014-07-15,1039192
Amen Bank (AB),131,2002-08-01,2154033
Arab Tunisian Bank (ATB),87,2023-10-31,922635
Arab Banking Corporation (ABC),133,2005-11-30,2519951
Banque Tuniso-Libyenne (BTL),76,2018-06-08,891936
Banque Nationale Agricole (BNA),85,2012-04-24,1622395
Attijari Bank,98,2003-03-23,1771056
Banque Nationale Agricole (BNA),185,2021-09-24,2082175
Banque de l'Habitat (BH),87,2009-11-18,1034343
Arab Tunisian Bank (ATB),174,2002-04-22,2209626
Banque Nationale Agricole (BNA),57,2021-07-26,928587
Arab Banking Corporation (ABC),141,2002-04-02,2400243
Amen Bank (AB),44,2017-11-02,602888
Banque Nationale Agricole (BNA),91,2017-11-28,1596231
Banque Internationale Arabe de Tunisie (BIAT),94,2008-03-06,1533516
Amen Bank (AB),138,2003-07-14,2485518
Banque Tuniso-Libyenne (BTL),81,2009-04-29,1003671
Arab Banking Corporation (ABC),147,2021-04-13,2157225
Arab Banking Corporation (ABC),102,2020-03-31,1041420
Banque Tuniso-Libyenne (BTL),91,2015-02-18,1782326
Attijari Bank,31,2023-12-17,565533
Banque de Tunisie (BT),117,2020-04-18,2286180
Attijari Bank,188,2005-06-09,2352444
Banque Nationale Agricole (BNA),33,2011-10-27,461967
La Poste Tunisienne,34,2014-09-14,547570
Arab Banking Corporation (ABC),22,2018-10-29,288486
Arab Banking Corporation (ABC),122,2008-11-12,1898686
Banque Internationale Arabe de Tunisie (BIAT),163,2013-06-27,1773277
Arab Banking Corporation (ABC),33,2009-01-04,548163
Banque Nationale Agricole (BNA),189,2002-07-22,3356829
Banque Tuniso-Libyenne (BTL),158,2006-05-31,2331764
Banque de l'Habitat (BH),180,2015-05-18,3078900
Amen Bank (AB),59,2013-08-26,841399
La Poste Tunisienne,59,2006-06-11,821811
Amen Bank (AB),41,2020-10-27,523980
Attijari Bank,194,2002-04-07,3447186
Arab Tunisian Bank (ATB),137,2002-04-05,2676295
Banque de l'Habitat (BH),169,2023-03-26,2616965
Banque Nationale Agricole (BNA),73,2004-05-03,1384007
Arab Tunisian Bank (ATB),123,2015-02-27,1461486
Banque Nationale Agricole (BNA),96,2023-12-04,980448
Banque Nationale Agricole (BNA),132,2015-03-01,2032008
Attijari Bank,80,2013-10-31,1279120
Banque Nationale Agricole (BNA),87,2010-02-23,1652913
Banque Nationale Agricole (BNA),96,2000-11-05,1151424
Banque Internationale Arabe de Tunisie (BIAT),25,2016-07-08,471350
Banque Internationale Arabe de Tunisie (BIAT),190,2019-11-23,2934550
Banque Internationale Arabe de Tunisie (BIAT),186,2002-04-08,2715786
Banque de l'Habitat (BH),131,2006-05-16,2212328
Arab Banking Corporation (ABC),172,2006-06-24,3012924
Banque Tuniso-Libyenne (BTL),119,2016-03-19,1591268
La Poste Tunisienne,51,2022-09-21,780402
Banque de l'Habitat (BH),103,2021-03-22,1678076
Arab Banking Corporation (ABC),135,2020-07-06,1618515
Banque de l'Habitat (BH),36,2019-07-28,474984
Banque Internationale Arabe de Tunisie (BIAT),124,2001-10-18,1593648
La Poste Tunisienne,147,2019-09-25,2226903
Arab Banking Corporation (ABC),44,2020-10-07,631004
Arab Tunisian Bank (ATB),127,2014-10-22,1491234
Banque Tuniso-Libyenne (BTL),103,2006-05-26,1839271
Arab Banking Corporation (ABC),66,2009-08-04,1248852
Banque Internationale Arabe de Tunisie (BIAT),168,2011-09-12,3202416
Banque Tuniso-Libyenne (BTL),60,2021-07-11,1006440
Banque de Tunisie (BT),25,2001-07-16,259475
Banque Tuniso-Libyenne (BTL),158,2002-08-17,2823776
Arab Banking Corporation (ABC),135,2000-07-22,1490265
Banque Nationale Agricole (BNA),42,2009-05-12,447132
Attijari Bank,50,2019-08-15,898600
Amen Bank (AB),59,2008-09-21,903821
Banque de Tunisie (BT),190,2012-05-13,2210270
Amen Bank (AB),101,2023-02-14,1585902
La Poste Tunisienne,151,2011-11-19,2363754
Banque Internationale Arabe de Tunisie (BIAT),196,2021-04-23,2180108
Amen Bank (AB),185,2022-06-29,3467270
Banque Internationale Arabe de Tunisie (BIAT),183,2005-11-29,3248799
Arab Tunisian Bank (ATB),86,2008-05-12,1573886
Banque Internationale Arabe de Tunisie (BIAT),152,2023-10-04,2168736
Attijari Bank,168,2002-10-28,3342024
Banque Nationale Agricole (BNA),69,2008-04-05,1127736
Banque Nationale Agricole (BNA),81,2015-09-01,1312200
Banque Nationale Agricole (BNA),40,2013-01-17,662200
Banque de l'Habitat (BH),113,2015-09-07,1772066
Attijari Bank,192,2001-03-14,2180736
Banque Tuniso-Libyenne (BTL),64,2016-08-07,899456
Arab Tunisian Bank (ATB),56,2011-08-29,897624
Banque Internationale Arabe de Tunisie (BIAT),85,2004-05-01,1339430
Banque Internationale Arabe de Tunisie (BIAT),32,2003-05-19,590592
Attijari Bank,84,2017-11-01,1545096
Amen Bank (AB),29,2014-04-20,355105
La Poste Tunisienne,162,2011-11-17,1944000
Banque Tuniso-Libyenne (BTL),82,2015-08-16,1606708
La Poste Tunisienne,118,2018-06-14,1400188
Banque de Tunisie (BT),67,2014-01-16,987714
Banque Internationale Arabe de Tunisie (BIAT),79,2017-09-28,1084196
Arab Banking Corporation (ABC),156,2020-04-05,2768064
Attijari Bank,25,2011-11-29,360500
Banque Tuniso-Libyenne (BTL),62,2003-11-06,1028642
Banque de Tunisie (BT),181,2002-11-25,2399517
Banque de Tunisie (BT),25,2008-07-08,453125
Banque Tuniso-Libyenne (BTL),126,2023-08-09,1558242
Attijari Bank,183,2017-07-19,2797155
Arab Tunisian Bank (ATB),27,2015-03-26,394254
Banque de Tunisie (BT),56,2008-04-10,641256
Banque de Tunisie (BT),79,2012-12-08,1118087
Amen Bank (AB),167,2022-01-20,1949057
Banque Internationale Arabe de Tunisie (BIAT),118,2023-03-03,1916556
Arab Tunisian Bank (ATB),99,2012-06-13,1223145
Arab Tunisian Bank (ATB),177,2015-08-05,3532035
Amen Bank (AB),68,2022-05-06,1338376
Banque Internationale Arabe de Tunisie (BIAT),107,2004-05-02,2027971
Amen Bank (AB),199,2012-05-06,2572473
Attijari Bank,113,2007-12-04,1243226
Banque de l'Habitat (BH),110,2019-04-04,1971640
Banque de l'Habitat (BH),91,2007-02-25,1093365
Banque Internationale Arabe de Tunisie (BIAT),106,2011-11-15,1984214
Arab Tunisian Bank (ATB),70,2009-07-06,768670
Banque Tuniso-Libyenne (BTL),153,2005-12-27,2727531
Banque de Tunisie (BT),49,2008-09-15,696878
Banque Nationale Agricole (BNA),176,2007-02-16,2622224
Arab Tunisian Bank (ATB),106,2008-03-15,1133034
Banque Tuniso-Libyenne (BTL),21,2009-10-08,229026
Banque Internationale Arabe de Tunisie (BIAT),145,2015-05-04,2695405
Attijari Bank,139,2010-05-14,1424055
Banque Tuniso-Libyenne (BTL),70,2002-01-21,955010
Amen Bank (AB),130,2015-03-06,1491100
Arab Tunisian Bank (ATB),32,2021-11-18,576640
Banque de Tunisie (BT),59,2022-01-10,1061705
Arab Tunisian Bank (ATB),128,2011-07-03,1697024
Banque Internationale Arabe de Tunisie (BIAT),43,2008-01-02,844348
Arab Banking Corporation (ABC),162,2016-12-26,2162538
Banque Tuniso-Libyenne (BTL),134,2002-09-27,1589508
Banque Nationale Agricole (BNA),177,2010-05-16,2824566
La Poste Tunisienne,66,2006-10-24,716760
Banque de l'Habitat (BH),111,2012-12-20,2080695
Amen Bank (AB),29,2022-11-27,554654
Banque de Tunisie (BT),114,2017-04-08,1710000
Banque de l'Habitat (BH),91,2011-09-29,1441804
Banque de Tunisie (BT),128,2016-03-24,1737088
Banque Internationale Arabe de Tunisie (BIAT),140,2005-10-18,1776320
Banque Tuniso-Libyenne (BTL),50,2010-05-11,844650
Amen Bank (AB),37,2012-03-01,456691
Arab Tunisian Bank (ATB),130,2023-02-27,2578550
Arab Tunisian Bank (ATB),108,2008-06-06,2013660
La Poste Tunisienne,164,2019-02-09,2051640
Banque Nationale Agricole (BNA),179,2007-07-18,2644546
Banque de l'Habitat (BH),20,2008-08-02,228400
Banque Nationale Agricole (BNA),184,2000-09-25,2825688
Banque Internationale Arabe de Tunisie (BIAT),185,2009-05-01,3191990
Banque Tuniso-Libyenne (BTL),154,2014-01-01,2999150
La Poste Tunisienne,135,2001-04-03,1841130
Banque de Tunisie (BT),158,2013-05-06,2560706
Banque Nationale Agricole (BNA),145,2012-08-19,2770370
Banque Nationale Agricole (BNA),69,2023-03-10,1152093
La Poste Tunisienne,128,2000-12-31,2133376
Banque Tuniso-Libyenne (BTL),148,2016-07-19,1481480
Arab Banking Corporation (ABC),112,2009-11-16,1939056
Amen Bank (AB),30,2000-08-21,510390
Amen Bank (AB),75,2014-08-25,1380225
Banque de Tunisie (BT),140,2012-02-21,2113580
Attijari Bank,22,2008-07-29,251130
Arab Banking Corporation (ABC),176,2013-01-11,3152864
Banque Nationale Agricole (BNA),104,2006-06-10,1393288
La Poste Tunisienne,117,2008-07-18,1259037
Banque de Tunisie (BT),31,2007-01-05,368745
Banque de l'Habitat (BH),37,2009-08-17,514744
Banque Tuniso-Libyenne (BTL),142,2009-03-05,1445986
Attijari Bank,199,2004-06-16,2533867
Attijari Bank,95,2005-11-08,1859150
Arab Banking Corporation (ABC),70,2010-11-15,899220
Arab Banking Corporation (ABC),107,2013-07-13,1343385
Banque de Tunisie (BT),121,2019-04-04,1944712
Banque Internationale Arabe de Tunisie (BIAT),163,2011-07-02,1996261
Banque de Tunisie (BT),188,2020-03-02,3302032
Banque de Tunisie (BT),144,2008-09-04,2825280
Banque Nationale Agricole (BNA),153,2003-05-25,2411433
Arab Banking Corporation (ABC),120,2017-05-18,2245320
Banque Internationale Arabe de Tunisie (BIAT),38,2002-02-13,409108
Banque de Tunisie (BT),81,2020-04-07,845478
Banque Internationale Arabe de Tunisie (BIAT),88,2012-07-08,1213608
La Poste Tunisienne,168,2014-06-17,2695560
La Poste Tunisienne,22,2016-09-04,338206
Banque de Tunisie (BT),129,2018-09-11,2364828
Banque Tuniso-Libyenne (BTL),39,2011-12-17,742209
Banque Tuniso-Libyenne (BTL),150,2009-05-30,2278650
Banque de Tunisie (BT),128,2023-04-16,2302336
Amen Bank (AB),195,2008-09-18,3268590
Banque Tuniso-Libyenne (BTL),114,2001-03-24,1695636
Banque de l'Habitat (BH),117,2023-12-23,2180763
Banque de Tunisie (BT),157,2017-02-10,1911318
Banque de l'Habitat (BH),31,2007-11-13,345433
Banque Nationale Agricole (BNA),154,2002-06-05,2567026
Banque de Tunisie (BT),71,2019-06-03,1007064
Banque Tuniso-Libyenne (BTL),38,2013-02-03,709194
Arab Tunisian Bank (ATB),89,2006-08-18,1538899
Banque de l'Habitat (BH),112,2013-08-24,1637216
Arab Banking Corporation (ABC),144,2012-02-20,2502864
Attijari Bank,116,2021-09-19,1959240
Attijari Bank,131,2023-09-29,2097179
Banque Tuniso-Libyenne (BTL),22,2008-07-04,337964
Banque Tuniso-Libyenne (BTL),57,2011-12-16,1088358
Attijari Bank,183,2009-08-28,3321084
Arab Tunisian Bank (ATB),87,2022-08-14,1185636
Banque Internationale Arabe de Tunisie (BIAT),111,2001-03-26,1774113
Attijari Bank,113,2023-12-03,2038407
Arab Banking Corporation (ABC),87,2006-08-08,1049568
Amen Bank (AB),83,2013-03-22,1146977
