date,bank,town,num_technicians
2022-08-13,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,2
2022-08-13,Arab Banking Corporation (ABC),Sidi Bouzid,1
2022-08-13,Banque de l'Habitat (BH),Nabeul,2
2022-08-13,Banque de Tunisie (BT),Medenine,5
2022-08-13,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,5
2022-08-13,Banque de l'Habitat (BH),Kef,7
2022-08-13,Banque de Tunisie (BT),Siliana,2
2022-08-13,Banque de l'Habitat (BH),Monastir,2
2022-08-13,Amen Bank (AB),Manouba,5
2022-08-14,Arab Banking Corporation (ABC),Ben Arous,3
2022-08-14,La Poste Tunisienne,Bizerte,6
2022-08-14,Banque de l'Habitat (BH),Monastir,2
2022-08-14,Arab Tunisian Bank (ATB),Zaghouan,2
2022-08-14,Attijari Bank,Béja,4
2022-08-14,Banque Tuniso-Libyenne (BTL),Béja,1
2022-08-14,Banque Tuniso-Libyenne (BTL),Siliana,3
2022-08-15,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,1
2022-08-15,La Poste Tunisienne,Sousse,1
2022-08-15,Banque Nationale Agricole (BNA),Monastir,3
2022-08-16,Arab Tunisian Bank (ATB),Bizerte,6
2022-08-16,Amen Bank (AB),Gafsa,1
2022-08-16,Banque de l'Habitat (BH),Medenine,8
2022-08-16,Banque de Tunisie (BT),Kef,5
2022-08-16,La Poste Tunisienne,Bizerte,8
2022-08-16,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,1
2022-08-16,Banque Nationale Agricole (BNA),Manouba,7
2022-08-17,Banque Tuniso-Libyenne (BTL),Manouba,7
2022-08-17,Attijari Bank,Siliana,2
2022-08-17,La Poste Tunisienne,Kairouan,5
2022-08-17,Banque de Tunisie (BT),Kef,6
2022-08-17,Arab Tunisian Bank (ATB),Sfax,4
2022-08-18,Banque de Tunisie (BT),Kasserine,7
2022-08-18,Arab Banking Corporation (ABC),Manouba,6
2022-08-18,Arab Tunisian Bank (ATB),Tunis,8
2022-08-18,Banque de l'Habitat (BH),Jendouba,6
2022-08-18,Banque de Tunisie (BT),Sfax,1
2022-08-18,Banque Nationale Agricole (BNA),Medenine,1
2022-08-18,Amen Bank (AB),Siliana,4
2022-08-18,Arab Banking Corporation (ABC),Sidi Bouzid,1
2022-08-18,Arab Banking Corporation (ABC),Tataouine,2
2022-08-19,Banque de Tunisie (BT),Ariana,1
2022-08-19,Attijari Bank,Sfax,4
2022-08-19,La Poste Tunisienne,Medenine,8
2022-08-19,La Poste Tunisienne,Gafsa,2
2022-08-20,Banque de Tunisie (BT),Sousse,6
2022-08-20,Banque Nationale Agricole (BNA),Tataouine,8
2022-08-20,Attijari Bank,Kef,1
2022-08-20,Banque de l'Habitat (BH),Tunis,4
2022-08-20,Banque Tuniso-Libyenne (BTL),Mahdia,5
2022-08-20,Banque de Tunisie (BT),Kasserine,8
2022-08-20,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,4
2022-08-21,La Poste Tunisienne,Kef,6
2022-08-21,Arab Banking Corporation (ABC),Tunis,8
2022-08-21,Banque de Tunisie (BT),Kef,8
2022-08-21,Banque Internationale Arabe de Tunisie (BIAT),Béja,7
2022-08-21,Arab Banking Corporation (ABC),Kef,6
2022-08-21,Banque de l'Habitat (BH),Zaghouan,7
2022-08-21,Amen Bank (AB),Manouba,7
2022-08-22,Arab Banking Corporation (ABC),Jendouba,4
2022-08-22,Attijari Bank,Medenine,2
2022-08-22,Arab Banking Corporation (ABC),Tozeur,2
2022-08-22,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,7
2022-08-22,Amen Bank (AB),Nabeul,6
2022-08-22,Banque Internationale Arabe de Tunisie (BIAT),Sfax,7
2022-08-23,Banque Tuniso-Libyenne (BTL),Siliana,5
2022-08-23,Banque Tuniso-Libyenne (BTL),Siliana,6
2022-08-24,Banque de l'Habitat (BH),Ben Arous,4
2022-08-24,Banque Internationale Arabe de Tunisie (BIAT),Siliana,3
2022-08-24,La Poste Tunisienne,Kasserine,8
2022-08-24,Banque de l'Habitat (BH),Tataouine,8
2022-08-25,Arab Tunisian Bank (ATB),Sfax,8
2022-08-25,Attijari Bank,Jendouba,1
2022-08-25,Arab Banking Corporation (ABC),Sfax,2
2022-08-25,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,8
2022-08-25,Arab Tunisian Bank (ATB),Ben Arous,8
2022-08-25,Banque de l'Habitat (BH),Medenine,4
2022-08-25,Banque Nationale Agricole (BNA),Kasserine,6
2022-08-26,Banque Internationale Arabe de Tunisie (BIAT),Monastir,6
2022-08-26,Banque de Tunisie (BT),Tozeur,3
2022-08-26,Banque de Tunisie (BT),Zaghouan,8
2022-08-27,Banque Tuniso-Libyenne (BTL),Kef,7
2022-08-27,La Poste Tunisienne,Kef,6
2022-08-27,Attijari Bank,Tataouine,5
2022-08-27,Banque de Tunisie (BT),Sidi Bouzid,7
2022-08-28,Banque Internationale Arabe de Tunisie (BIAT),Kef,5
2022-08-28,Attijari Bank,Sousse,1
2022-08-28,Attijari Bank,Sidi Bouzid,3
2022-08-28,Banque Nationale Agricole (BNA),Kairouan,4
2022-08-28,La Poste Tunisienne,Kairouan,4
2022-08-28,Arab Tunisian Bank (ATB),Kairouan,5
2022-08-29,Attijari Bank,Nabeul,4
2022-08-29,Banque Nationale Agricole (BNA),Gafsa,4
2022-08-29,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,4
2022-08-29,Banque Nationale Agricole (BNA),Ariana,2
2022-08-29,La Poste Tunisienne,Nabeul,6
2022-08-29,Banque Internationale Arabe de Tunisie (BIAT),Medenine,6
2022-08-29,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,3
2022-08-29,Attijari Bank,Ariana,8
2022-08-29,La Poste Tunisienne,Kef,1
2022-08-29,Banque Nationale Agricole (BNA),Manouba,5
2022-08-30,Arab Tunisian Bank (ATB),Medenine,1
2022-08-30,Arab Tunisian Bank (ATB),Sfax,1
2022-08-30,Arab Tunisian Bank (ATB),Kef,6
2022-08-30,Attijari Bank,Ariana,6
2022-08-30,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,5
2022-08-30,La Poste Tunisienne,Bizerte,6
2022-08-30,Banque de l'Habitat (BH),Siliana,5
2022-08-30,Banque Tuniso-Libyenne (BTL),Zaghouan,1
2022-08-30,Banque de Tunisie (BT),Tataouine,3
2022-08-31,Banque Internationale Arabe de Tunisie (BIAT),Gabès,5
2022-08-31,Amen Bank (AB),Tataouine,8
2022-08-31,Attijari Bank,Ben Arous,2
2022-08-31,Amen Bank (AB),Kasserine,6
2022-08-31,Amen Bank (AB),Nabeul,8
2022-08-31,Amen Bank (AB),Tataouine,2
2022-09-01,Arab Tunisian Bank (ATB),Gafsa,5
2022-09-01,Banque de Tunisie (BT),Béja,6
2022-09-01,Arab Tunisian Bank (ATB),Ben Arous,8
2022-09-01,Banque Nationale Agricole (BNA),Sousse,7
2022-09-01,Banque Tuniso-Libyenne (BTL),Kef,5
2022-09-01,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,1
2022-09-01,Banque de Tunisie (BT),Monastir,7
2022-09-02,Banque Nationale Agricole (BNA),Kairouan,6
2022-09-02,Banque de Tunisie (BT),Gafsa,2
2022-09-02,Banque de Tunisie (BT),Béja,6
2022-09-02,Banque de l'Habitat (BH),Gafsa,2
2022-09-02,La Poste Tunisienne,Bizerte,6
2022-09-02,Arab Banking Corporation (ABC),Kef,4
2022-09-03,Banque de l'Habitat (BH),Medenine,5
2022-09-03,Attijari Bank,Sfax,7
2022-09-03,Banque Nationale Agricole (BNA),Kasserine,7
2022-09-04,Amen Bank (AB),Mahdia,1
2022-09-04,Arab Tunisian Bank (ATB),Nabeul,8
2022-09-04,Banque Tuniso-Libyenne (BTL),Béja,3
2022-09-04,Banque Tuniso-Libyenne (BTL),Ben Arous,3
2022-09-05,Attijari Bank,Bizerte,1
2022-09-05,Banque Nationale Agricole (BNA),Siliana,7
2022-09-05,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,7
2022-09-05,Banque Tuniso-Libyenne (BTL),Kairouan,1
2022-09-05,Banque Tuniso-Libyenne (BTL),Zaghouan,2
2022-09-05,Arab Banking Corporation (ABC),Mahdia,7
2022-09-06,Amen Bank (AB),Tataouine,5
2022-09-06,Attijari Bank,Sidi Bouzid,3
2022-09-06,La Poste Tunisienne,Gabès,5
2022-09-06,Banque Internationale Arabe de Tunisie (BIAT),Sfax,2
2022-09-06,La Poste Tunisienne,Sfax,5
2022-09-06,Amen Bank (AB),Kef,4
2022-09-06,Banque Tuniso-Libyenne (BTL),Sousse,7
2022-09-06,Banque de l'Habitat (BH),Béja,2
2022-09-06,Banque de Tunisie (BT),Nabeul,7
2022-09-07,Arab Banking Corporation (ABC),Tataouine,6
2022-09-07,Banque de Tunisie (BT),Siliana,2
2022-09-07,Attijari Bank,Nabeul,6
2022-09-07,Banque Internationale Arabe de Tunisie (BIAT),Gabès,5
2022-09-08,Banque de Tunisie (BT),Sfax,8
2022-09-08,Banque de l'Habitat (BH),Gafsa,3
2022-09-08,Arab Banking Corporation (ABC),Gabès,4
2022-09-08,Banque Nationale Agricole (BNA),Kebili,2
2022-09-08,Arab Banking Corporation (ABC),Tozeur,5
2022-09-08,Attijari Bank,Siliana,4
2022-09-09,Attijari Bank,Sfax,5
2022-09-09,Attijari Bank,Manouba,1
2022-09-09,Banque Nationale Agricole (BNA),Gabès,7
2022-09-09,Banque Internationale Arabe de Tunisie (BIAT),Kebili,4
2022-09-09,Banque Nationale Agricole (BNA),Siliana,5
2022-09-09,Banque Tuniso-Libyenne (BTL),Sfax,8
2022-09-09,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,4
2022-09-09,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,1
2022-09-10,Arab Tunisian Bank (ATB),Sousse,5
2022-09-10,Banque Tuniso-Libyenne (BTL),Bizerte,3
2022-09-10,Attijari Bank,Gabès,8
2022-09-11,Arab Tunisian Bank (ATB),Bizerte,5
2022-09-11,Banque de Tunisie (BT),Béja,6
2022-09-11,Banque de l'Habitat (BH),Tataouine,8
2022-09-11,Banque de l'Habitat (BH),Zaghouan,7
2022-09-11,Banque de Tunisie (BT),Kef,5
2022-09-11,Banque de Tunisie (BT),Kebili,3
2022-09-12,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,6
2022-09-12,Banque Nationale Agricole (BNA),Bizerte,5
2022-09-12,Banque de l'Habitat (BH),Gabès,3
2022-09-12,Banque de Tunisie (BT),Monastir,1
2022-09-12,Banque Nationale Agricole (BNA),Gafsa,7
2022-09-12,Arab Tunisian Bank (ATB),Nabeul,8
2022-09-12,Banque Nationale Agricole (BNA),Kebili,8
2022-09-13,Banque de Tunisie (BT),Monastir,3
2022-09-13,Banque Tuniso-Libyenne (BTL),Kairouan,8
2022-09-14,Arab Banking Corporation (ABC),Kasserine,2
2022-09-14,La Poste Tunisienne,Jendouba,8
2022-09-14,Banque de Tunisie (BT),Kef,8
2022-09-14,La Poste Tunisienne,Kef,7
2022-09-14,Banque de l'Habitat (BH),Kef,3
2022-09-14,Amen Bank (AB),Gabès,5
2022-09-15,Banque de l'Habitat (BH),Medenine,3
2022-09-15,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,8
2022-09-15,Banque Tuniso-Libyenne (BTL),Ben Arous,2
2022-09-15,Amen Bank (AB),Sfax,2
2022-09-15,Banque Tuniso-Libyenne (BTL),Zaghouan,4
2022-09-16,Banque de Tunisie (BT),Sidi Bouzid,8
2022-09-16,Attijari Bank,Ben Arous,8
2022-09-16,Banque Tuniso-Libyenne (BTL),Ariana,4
2022-09-16,La Poste Tunisienne,Tataouine,3
2022-09-16,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,2
2022-09-16,Banque de l'Habitat (BH),Gabès,6
2022-09-16,La Poste Tunisienne,Medenine,1
2022-09-16,Banque de l'Habitat (BH),Sidi Bouzid,8
2022-09-16,Arab Banking Corporation (ABC),Kebili,5
2022-09-17,Banque Nationale Agricole (BNA),Ben Arous,7
2022-09-17,Banque Tuniso-Libyenne (BTL),Kebili,2
2022-09-17,La Poste Tunisienne,Gabès,4
2022-09-17,Banque Internationale Arabe de Tunisie (BIAT),Ariana,8
2022-09-17,Banque Tuniso-Libyenne (BTL),Sousse,3
2022-09-17,Attijari Bank,Tozeur,5
2022-09-17,Banque de Tunisie (BT),Ariana,4
2022-09-17,Arab Tunisian Bank (ATB),Kef,4
2022-09-17,Banque Nationale Agricole (BNA),Manouba,8
2022-09-18,Attijari Bank,Manouba,7
2022-09-18,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,7
2022-09-18,Banque Nationale Agricole (BNA),Gafsa,2
2022-09-18,Banque Internationale Arabe de Tunisie (BIAT),Ariana,4
2022-09-18,Amen Bank (AB),Gabès,6
2022-09-18,La Poste Tunisienne,Kef,6
2022-09-18,Banque de l'Habitat (BH),Tunis,2
2022-09-18,Banque de l'Habitat (BH),Jendouba,2
2022-09-18,Attijari Bank,Gabès,2
2022-09-18,Banque Tuniso-Libyenne (BTL),Kebili,2
2022-09-18,La Poste Tunisienne,Zaghouan,5
2022-09-18,Arab Tunisian Bank (ATB),Tataouine,3
2022-09-19,Attijari Bank,Sousse,2
2022-09-19,Banque Tuniso-Libyenne (BTL),Ariana,3
2022-09-19,Arab Tunisian Bank (ATB),Ariana,5
2022-09-19,Banque de l'Habitat (BH),Kebili,2
2022-09-19,Banque de l'Habitat (BH),Gafsa,5
2022-09-20,Arab Tunisian Bank (ATB),Tozeur,7
2022-09-20,Attijari Bank,Sousse,2
2022-09-20,Amen Bank (AB),Sfax,4
2022-09-20,Arab Banking Corporation (ABC),Kasserine,8
2022-09-20,Banque de Tunisie (BT),Gafsa,2
2022-09-20,Banque de Tunisie (BT),Kairouan,4
2022-09-20,Arab Tunisian Bank (ATB),Mahdia,5
2022-09-21,La Poste Tunisienne,Kef,3
2022-09-21,Banque Tuniso-Libyenne (BTL),Gafsa,8
2022-09-21,La Poste Tunisienne,Ariana,7
2022-09-22,Banque de Tunisie (BT),Tunis,5
2022-09-22,Banque Tuniso-Libyenne (BTL),Ariana,2
2022-09-22,Arab Banking Corporation (ABC),Ben Arous,8
2022-09-22,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,2
2022-09-22,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,4
2022-09-22,La Poste Tunisienne,Tataouine,2
2022-09-22,Banque Tuniso-Libyenne (BTL),Tataouine,7
2022-09-22,Arab Tunisian Bank (ATB),Zaghouan,4
2022-09-22,Attijari Bank,Kasserine,6
2022-09-23,La Poste Tunisienne,Sidi Bouzid,5
2022-09-23,Banque Tuniso-Libyenne (BTL),Manouba,2
2022-09-23,Attijari Bank,Medenine,3
2022-09-24,Banque Tuniso-Libyenne (BTL),Bizerte,1
2022-09-24,La Poste Tunisienne,Tataouine,1
2022-09-24,Banque de Tunisie (BT),Nabeul,8
2022-09-24,Arab Tunisian Bank (ATB),Jendouba,2
2022-09-24,Attijari Bank,Sousse,8
2022-09-24,Banque de Tunisie (BT),Sidi Bouzid,1
2022-09-24,La Poste Tunisienne,Manouba,2
2022-09-24,Banque de Tunisie (BT),Gafsa,5
2022-09-24,La Poste Tunisienne,Sidi Bouzid,2
2022-09-25,Attijari Bank,Kef,8
2022-09-25,Arab Tunisian Bank (ATB),Mahdia,6
2022-09-25,Banque Nationale Agricole (BNA),Siliana,6
2022-09-25,Banque Tuniso-Libyenne (BTL),Gafsa,2
2022-09-25,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,1
2022-09-25,Banque Nationale Agricole (BNA),Kef,5
2022-09-25,Arab Tunisian Bank (ATB),Tataouine,8
2022-09-26,Arab Banking Corporation (ABC),Zaghouan,6
2022-09-26,Banque Internationale Arabe de Tunisie (BIAT),Kef,3
2022-09-26,Banque Nationale Agricole (BNA),Tataouine,4
2022-09-27,Banque de l'Habitat (BH),Monastir,6
2022-09-27,Banque de l'Habitat (BH),Manouba,3
2022-09-27,Banque de l'Habitat (BH),Kef,5
2022-09-27,Banque Nationale Agricole (BNA),Bizerte,1
2022-09-27,La Poste Tunisienne,Kebili,4
2022-09-27,Arab Banking Corporation (ABC),Tataouine,3
2022-09-27,Amen Bank (AB),Monastir,1
2022-09-28,Amen Bank (AB),Medenine,1
2022-09-28,Banque Tuniso-Libyenne (BTL),Béja,1
2022-09-28,Attijari Bank,Kebili,5
2022-09-28,La Poste Tunisienne,Sidi Bouzid,8
2022-09-28,Banque de Tunisie (BT),Zaghouan,6
2022-09-29,Banque Internationale Arabe de Tunisie (BIAT),Kebili,7
2022-09-29,Arab Banking Corporation (ABC),Tunis,3
2022-09-29,Banque de Tunisie (BT),Nabeul,5
2022-09-29,Arab Banking Corporation (ABC),Nabeul,8
2022-09-29,Banque Nationale Agricole (BNA),Kef,3
2022-09-29,Arab Banking Corporation (ABC),Jendouba,7
2022-09-29,Arab Banking Corporation (ABC),Ariana,1
2022-09-30,Banque Internationale Arabe de Tunisie (BIAT),Siliana,2
2022-09-30,Banque de l'Habitat (BH),Tunis,2
2022-09-30,Banque Nationale Agricole (BNA),Medenine,4
2022-09-30,Banque de Tunisie (BT),Sidi Bouzid,5
2022-09-30,Banque de Tunisie (BT),Kebili,5
2022-09-30,Amen Bank (AB),Jendouba,4
2022-10-01,La Poste Tunisienne,Mahdia,4
2022-10-01,Banque de Tunisie (BT),Tataouine,8
2022-10-01,Arab Banking Corporation (ABC),Sousse,1
2022-10-01,La Poste Tunisienne,Ben Arous,8
2022-10-01,Amen Bank (AB),Ben Arous,8
2022-10-01,Banque Tuniso-Libyenne (BTL),Ariana,2
2022-10-02,Arab Banking Corporation (ABC),Monastir,1
2022-10-02,Banque de l'Habitat (BH),Nabeul,8
2022-10-02,La Poste Tunisienne,Nabeul,6
2022-10-02,Arab Tunisian Bank (ATB),Kasserine,8
2022-10-03,Arab Banking Corporation (ABC),Jendouba,4
2022-10-03,Arab Banking Corporation (ABC),Ben Arous,6
2022-10-03,Banque de l'Habitat (BH),Bizerte,7
2022-10-03,Banque de Tunisie (BT),Béja,8
2022-10-03,Banque de l'Habitat (BH),Kebili,4
2022-10-04,Attijari Bank,Kairouan,7
2022-10-04,Amen Bank (AB),Medenine,2
2022-10-04,La Poste Tunisienne,Nabeul,8
2022-10-04,Banque Tuniso-Libyenne (BTL),Monastir,1
2022-10-04,Banque de l'Habitat (BH),Ben Arous,3
2022-10-04,Amen Bank (AB),Tunis,3
2022-10-04,Arab Tunisian Bank (ATB),Kasserine,6
2022-10-05,Banque de l'Habitat (BH),Béja,2
2022-10-05,Banque de Tunisie (BT),Kairouan,7
2022-10-05,Arab Banking Corporation (ABC),Manouba,3
2022-10-05,Banque de l'Habitat (BH),Gafsa,2
2022-10-05,La Poste Tunisienne,Mahdia,6
2022-10-05,Arab Banking Corporation (ABC),Tozeur,4
2022-10-05,Attijari Bank,Tozeur,7
2022-10-07,Arab Tunisian Bank (ATB),Siliana,2
2022-10-07,Banque Tuniso-Libyenne (BTL),Kebili,8
2022-10-07,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,1
2022-10-07,Attijari Bank,Ariana,5
2022-10-08,Banque Tuniso-Libyenne (BTL),Béja,5
2022-10-08,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,2
2022-10-08,Banque Nationale Agricole (BNA),Monastir,4
2022-10-08,Banque Nationale Agricole (BNA),Kef,7
2022-10-08,Arab Tunisian Bank (ATB),Manouba,1
2022-10-08,Banque Tuniso-Libyenne (BTL),Tataouine,3
2022-10-08,Banque de Tunisie (BT),Kef,5
2022-10-09,Arab Banking Corporation (ABC),Sidi Bouzid,7
2022-10-09,Banque de Tunisie (BT),Mahdia,6
2022-10-09,Banque Internationale Arabe de Tunisie (BIAT),Manouba,6
2022-10-09,Banque de l'Habitat (BH),Kasserine,7
2022-10-09,Banque Tuniso-Libyenne (BTL),Béja,6
2022-10-09,Arab Tunisian Bank (ATB),Kebili,4
2022-10-09,Arab Tunisian Bank (ATB),Sfax,6
2022-10-10,Arab Banking Corporation (ABC),Tataouine,2
2022-10-10,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,8
2022-10-10,Arab Tunisian Bank (ATB),Sousse,1
2022-10-10,Banque Tuniso-Libyenne (BTL),Ariana,4
2022-10-10,Arab Banking Corporation (ABC),Mahdia,4
2022-10-11,Banque Tuniso-Libyenne (BTL),Tunis,1
2022-10-11,Arab Banking Corporation (ABC),Kebili,6
2022-10-11,Banque Internationale Arabe de Tunisie (BIAT),Kef,6
2022-10-11,Banque de Tunisie (BT),Kebili,8
2022-10-11,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,2
2022-10-11,Arab Tunisian Bank (ATB),Manouba,4
2022-10-11,Attijari Bank,Kasserine,3
2022-10-11,Banque de Tunisie (BT),Nabeul,5
2022-10-11,Banque Tuniso-Libyenne (BTL),Ariana,6
2022-10-11,Banque Tuniso-Libyenne (BTL),Sousse,7
2022-10-11,Arab Banking Corporation (ABC),Béja,4
2022-10-11,Banque Tuniso-Libyenne (BTL),Kef,3
2022-10-11,Banque Nationale Agricole (BNA),Sidi Bouzid,4
2022-10-12,Banque Nationale Agricole (BNA),Gafsa,3
2022-10-12,Arab Banking Corporation (ABC),Bizerte,2
2022-10-12,Banque de Tunisie (BT),Ben Arous,3
2022-10-12,Attijari Bank,Sidi Bouzid,1
2022-10-13,Banque de Tunisie (BT),Tataouine,1
2022-10-13,Attijari Bank,Kairouan,1
2022-10-13,Banque Tuniso-Libyenne (BTL),Manouba,7
2022-10-13,Banque Internationale Arabe de Tunisie (BIAT),Kef,5
2022-10-13,Banque de Tunisie (BT),Béja,2
2022-10-13,Attijari Bank,Tozeur,2
2022-10-13,Banque Nationale Agricole (BNA),Tozeur,4
2022-10-14,Banque de l'Habitat (BH),Bizerte,5
2022-10-14,Banque de l'Habitat (BH),Monastir,2
2022-10-14,La Poste Tunisienne,Jendouba,2
2022-10-14,Amen Bank (AB),Nabeul,1
2022-10-14,Banque de Tunisie (BT),Gafsa,6
2022-10-15,La Poste Tunisienne,Tozeur,2
2022-10-16,Banque Nationale Agricole (BNA),Tunis,7
2022-10-16,La Poste Tunisienne,Kairouan,3
2022-10-16,Arab Tunisian Bank (ATB),Nabeul,2
2022-10-16,Arab Banking Corporation (ABC),Kef,1
2022-10-16,Banque de Tunisie (BT),Zaghouan,2
2022-10-17,Arab Tunisian Bank (ATB),Siliana,6
2022-10-17,Banque Nationale Agricole (BNA),Mahdia,8
2022-10-17,Banque Nationale Agricole (BNA),Ben Arous,8
2022-10-17,La Poste Tunisienne,Ariana,1
2022-10-17,Attijari Bank,Mahdia,3
2022-10-17,Arab Banking Corporation (ABC),Mahdia,3
2022-10-17,Attijari Bank,Ben Arous,7
2022-10-17,Banque Tuniso-Libyenne (BTL),Kasserine,4
2022-10-17,Banque Nationale Agricole (BNA),Kef,6
2022-10-17,Attijari Bank,Monastir,6
2022-10-18,Arab Banking Corporation (ABC),Ben Arous,8
2022-10-18,Banque Nationale Agricole (BNA),Sfax,6
2022-10-18,Banque Nationale Agricole (BNA),Bizerte,1
2022-10-18,Amen Bank (AB),Bizerte,2
2022-10-18,Banque Nationale Agricole (BNA),Manouba,6
2022-10-18,Banque Tuniso-Libyenne (BTL),Zaghouan,3
2022-10-18,La Poste Tunisienne,Siliana,5
2022-10-19,Arab Banking Corporation (ABC),Kebili,4
2022-10-19,Banque Internationale Arabe de Tunisie (BIAT),Monastir,3
2022-10-19,La Poste Tunisienne,Jendouba,1
2022-10-19,Arab Tunisian Bank (ATB),Zaghouan,8
2022-10-19,Attijari Bank,Nabeul,1
2022-10-19,Arab Tunisian Bank (ATB),Zaghouan,8
2022-10-19,Arab Tunisian Bank (ATB),Gabès,1
2022-10-20,La Poste Tunisienne,Manouba,2
2022-10-20,Arab Banking Corporation (ABC),Bizerte,5
2022-10-20,Attijari Bank,Gafsa,3
2022-10-20,Banque Nationale Agricole (BNA),Zaghouan,2
2022-10-20,Banque de l'Habitat (BH),Kairouan,6
2022-10-20,Amen Bank (AB),Sfax,1
2022-10-21,Arab Tunisian Bank (ATB),Zaghouan,8
2022-10-21,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,3
2022-10-21,Arab Tunisian Bank (ATB),Sidi Bouzid,4
2022-10-21,Banque de Tunisie (BT),Tataouine,2
2022-10-21,Arab Tunisian Bank (ATB),Sousse,4
2022-10-21,Amen Bank (AB),Sfax,1
2022-10-21,La Poste Tunisienne,Ben Arous,4
2022-10-21,Amen Bank (AB),Tataouine,2
2022-10-21,La Poste Tunisienne,Medenine,6
2022-10-21,Arab Tunisian Bank (ATB),Mahdia,6
2022-10-22,Arab Tunisian Bank (ATB),Siliana,3
2022-10-22,Arab Tunisian Bank (ATB),Siliana,2
2022-10-22,Banque Nationale Agricole (BNA),Gabès,1
2022-10-22,Banque de Tunisie (BT),Kairouan,1
2022-10-22,Banque Nationale Agricole (BNA),Sousse,6
2022-10-22,Arab Banking Corporation (ABC),Tunis,1
2022-10-22,Amen Bank (AB),Béja,4
2022-10-23,Banque Nationale Agricole (BNA),Sousse,5
2022-10-23,Amen Bank (AB),Medenine,1
2022-10-23,Arab Banking Corporation (ABC),Jendouba,7
2022-10-23,Banque Tuniso-Libyenne (BTL),Sousse,6
2022-10-23,Attijari Bank,Zaghouan,7
2022-10-23,Banque Tuniso-Libyenne (BTL),Gafsa,2
2022-10-24,Banque Internationale Arabe de Tunisie (BIAT),Ariana,6
2022-10-24,Banque de Tunisie (BT),Jendouba,4
2022-10-24,Arab Tunisian Bank (ATB),Tunis,4
2022-10-24,Banque de Tunisie (BT),Medenine,1
2022-10-24,Amen Bank (AB),Medenine,4
2022-10-24,Attijari Bank,Kasserine,6
2022-10-24,Arab Banking Corporation (ABC),Ben Arous,5
2022-10-25,Arab Banking Corporation (ABC),Ariana,1
2022-10-25,Arab Banking Corporation (ABC),Medenine,1
2022-10-25,Banque Tuniso-Libyenne (BTL),Tataouine,3
2022-10-25,La Poste Tunisienne,Jendouba,4
2022-10-25,Amen Bank (AB),Tozeur,3
2022-10-25,Attijari Bank,Béja,2
2022-10-26,Attijari Bank,Manouba,6
2022-10-26,Banque Tuniso-Libyenne (BTL),Tozeur,8
2022-10-26,Banque Tuniso-Libyenne (BTL),Bizerte,7
2022-10-26,Amen Bank (AB),Ben Arous,3
2022-10-26,Attijari Bank,Manouba,5
2022-10-26,Arab Banking Corporation (ABC),Tataouine,5
2022-10-26,La Poste Tunisienne,Jendouba,7
2022-10-26,La Poste Tunisienne,Nabeul,4
2022-10-26,Arab Banking Corporation (ABC),Jendouba,1
2022-10-26,Arab Banking Corporation (ABC),Gabès,3
2022-10-27,Arab Tunisian Bank (ATB),Monastir,4
